0,"[0, 1, 103]"
5,"[0, 2, 27]"
1,"[1, 3, 6]"
4,"[2, 4, 29]"
2,"[3, 5, 9]"
3,"[4, 5, 31]"
24,"[6, 7, 104]"
25,"[7, 8, 11]"
26,"[8, 10, 14]"
27,"[9, 10, 34]"
36,"[11, 12, 105]"
37,"[12, 13, 16]"
38,"[13, 15, 19]"
39,"[14, 15, 37]"
48,"[16, 17, 106]"
49,"[17, 18, 21]"
50,"[18, 20, 24]"
51,"[19, 20, 40]"
60,"[21, 22, 107]"
61,"[22, 23, 26]"
62,"[23, 25, 28]"
63,"[24, 25, 43]"
22,"[26, 27, 102]"
9,"[28, 29, 30]"
8,"[30, 32, 47]"
6,"[31, 33, 35]"
7,"[32, 33, 48]"
28,"[34, 36, 38]"
10,"[35, 36, 49]"
40,"[37, 39, 41]"
29,"[38, 39, 52]"
52,"[40, 42, 44]"
41,"[41, 42, 55]"
64,"[43, 45, 46]"
53,"[44, 45, 58]"
65,"[46, 47, 61]"
13,"[48, 50, 65]"
11,"[49, 51, 53]"
12,"[50, 51, 67]"
30,"[52, 54, 56]"
31,"[53, 54, 70]"
42,"[55, 57, 59]"
43,"[56, 57, 73]"
54,"[58, 60, 62]"
55,"[59, 60, 76]"
66,"[61, 63, 64]"
67,"[62, 63, 79]"
17,"[64, 65, 66]"
16,"[66, 68, 83]"
14,"[67, 69, 71]"
15,"[68, 69, 84]"
32,"[70, 72, 74]"
18,"[71, 72, 85]"
44,"[73, 75, 77]"
33,"[74, 75, 88]"
56,"[76, 78, 80]"
45,"[77, 78, 91]"
68,"[79, 81, 82]"
57,"[80, 81, 94]"
69,"[82, 83, 97]"
21,"[84, 86, 101]"
19,"[85, 87, 89]"
20,"[86, 87, 103]"
34,"[88, 90, 92]"
35,"[89, 90, 104]"
46,"[91, 93, 95]"
47,"[92, 93, 105]"
58,"[94, 96, 98]"
59,"[95, 96, 106]"
70,"[97, 99, 100]"
71,"[98, 99, 107]"
23,"[100, 101, 102]"
